# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=99
# for k=1.04206e-05 to 742.666 h/Mpc,
# number of wavenumbers equal to 414
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_m                    7:d_tot                  8:phi                    9:psi                   10:t_g                   11:t_b                   12:t_ur                  13:t_tot              
       8.526943649645e+01      -1.403541434301e-06      -1.127322476541e+03      -1.601674744793e+03      -1.401233017917e-06      -1.527162080093e+03      -1.483611466501e+03       1.086326381958e-06       1.086326381958e-06      -1.926219765103e+00      -1.091464287481e-01      -1.926219765099e+00      -8.904855282399e-02 
       8.928806123164e+01      -1.288201912086e-06      -1.133408569438e+03      -1.612421092182e+03      -1.286086345675e-06      -1.537176380848e+03      -1.493340186674e+03       9.972381642603e-07       9.972381642603e-07      -1.939018267094e+00      -1.130851611894e-01      -1.939018267090e+00      -9.012600172711e-02 
       9.349607791577e+01      -1.182237604222e-06      -1.139321204267e+03      -1.623149847454e+03      -1.180299224621e-06      -1.547148605599e+03      -1.503028030816e+03       9.153922059054e-07       9.153922059054e-07      -1.951781928059e+00      -1.173698028518e-01      -1.951781928055e+00      -9.125442835746e-02 
       9.790241231639e+01      -1.084903854656e-06      -1.145056181836e+03      -1.633877859193e+03      -1.083128242438e-06      -1.557092296684e+03      -1.512688155082e+03       8.402132534441e-07       8.402132534441e-07      -1.964529640996e+00      -1.220356649286e-01      -1.964529640993e+00      -9.243988218124e-02 
       1.025164108595e+02      -9.955014102482e-07      -1.150594989041e+03      -1.644603831908e+03      -9.938753134464e-07      -1.567003454017e+03      -1.522316673465e+03       7.711611035634e-07       7.711611035634e-07      -1.977258345200e+00      -1.271199945260e-01      -1.977258345197e+00      -9.368787844632e-02 
       1.073478604547e+02      -9.133822389281e-07      -1.155910917082e+03      -1.655317117079e+03      -9.118934872203e-07      -1.576868906281e+03      -1.531900790268e+03       7.077351114050e-07       7.077351114050e-07      -1.989953597560e+00      -1.326627153787e-01      -1.989953597558e+00      -9.500390831206e-02 
       1.124070092543e+02      -8.379591450222e-07      -1.160985366125e+03      -1.666021241125e+03      -8.365965484418e-07      -1.586688704237e+03      -1.541440554815e+03       6.494816290501e-07       6.494816290501e-07      -2.002617817388e+00      -1.387085068276e-01      -2.002617817386e+00      -9.639481692732e-02 
       1.177045883913e+02      -7.686938405849e-07      -1.165801280001e+03      -1.676724802297e+03      -7.674471078629e-07      -1.596467416265e+03      -1.550940405217e+03       5.959848065647e-07       5.959848065647e-07      -2.015259360368e+00      -1.453065208110e-01      -2.015259360366e+00      -9.786834914671e-02 
       1.232518347411e+02      -7.050798902363e-07      -1.170322300459e+03      -1.687411712670e+03      -7.039395749956e-07      -1.606185770316e+03      -1.560381619023e+03       5.468533668616e-07       5.468533668616e-07      -2.027856726677e+00      -1.525080827238e-01      -2.027856726675e+00      -9.943145388929e-02 
       1.290605147570e+02      -6.466590455304e-07      -1.174519873307e+03      -1.698080379172e+03      -6.456164660719e-07      -1.615837938186e+03      -1.569758534247e+03       5.017332730165e-07       5.017332730165e-07      -2.040405632574e+00      -1.603702259797e-01      -2.040405632573e+00      -1.010925913685e-01 
       1.351429494282e+02      -5.930185673979e-07      -1.178379977630e+03      -1.708753824251e+03      -5.920657311644e-07      -1.625441123440e+03      -1.579087863866e+03       4.603056754283e-07       4.603056754283e-07      -2.052931158299e+00      -1.689572625785e-01      -2.052931158297e+00      -1.028624280458e-01 
       1.415120404141e+02      -5.437578807793e-07      -1.181844834854e+03      -1.719395595918e+03      -5.428874626616e-07      -1.634955524046e+03      -1.588330940910e+03       4.222610395810e-07       4.222610395810e-07      -2.065386681766e+00      -1.783329412100e-01      -2.065386681764e+00      -1.047488446288e-01 
       1.481812974105e+02      -4.985291807351e-07      -1.184894961664e+03      -1.730028866774e+03      -4.977344361746e-07      -1.644397612087e+03      -1.597503767736e+03       3.873306714122e-07       3.873306714122e-07      -2.077796964594e+00      -1.885722729270e-01      -2.077796964593e+00      -1.067641129203e-01 
       1.551648668058e+02      -4.570018732014e-07      -1.187484636274e+03      -1.740643128118e+03      -4.562766086206e-07      -1.653751347487e+03      -1.606590761702e+03       3.552591254088e-07       3.552591254088e-07      -2.090146034913e+00      -1.997526378346e-01      -2.090146034912e+00      -1.089193286567e-01 
       1.624775616868e+02      -4.188800241304e-07      -1.189575585737e+03      -1.751244814192e+03      -4.182185459330e-07      -1.663016141748e+03      -1.615591351111e+03       3.258152997463e-07       3.258152997463e-07      -2.102430260374e+00      -2.119554249408e-01      -2.102430260373e+00      -1.112266583509e-01 
       1.701348932600e+02      -3.838783458033e-07      -1.191117974060e+03      -1.761824577417e+03      -3.832754218952e-07      -1.672176287251e+03      -1.624490276296e+03       2.987838001030e-07       2.987838001030e-07      -2.114649683577e+00      -2.252776615832e-01      -2.114649683576e+00      -1.137007709263e-01 
       1.781531037521e+02      -3.517459956459e-07      -1.192060961551e+03      -1.772380671666e+03      -3.511968187140e-07      -1.681222326108e+03      -1.633278349103e+03       2.739681702753e-07       2.739681702753e-07      -2.126790402194e+00      -2.398124277254e-01      -2.126790402193e+00      -1.163552133641e-01 
       1.865492008627e+02      -3.222487194832e-07      -1.192353715374e+03      -1.782914979380e+03      -3.217488694805e-07      -1.690147860084e+03      -1.641949353734e+03       2.511884310596e-07       2.511884310596e-07      -2.138854376162e+00      -2.556659426455e-01      -2.138854376162e+00      -1.192061157740e-01 
       1.953409938394e+02      -2.951730291207e-07      -1.191931408281e+03      -1.793416726860e+03      -2.947184465575e-07      -1.698933624590e+03      -1.650484575052e+03       2.302773991212e-07       2.302773991212e-07      -2.150814965131e+00      -2.729414536988e-01      -2.150814965131e+00      -1.222680834145e-01 
       2.045471312539e+02      -2.703209515512e-07      -1.190734640094e+03      -1.803886932775e+03      -2.699079031167e-07      -1.707571147523e+03      -1.658875782580e+03       2.110832050037e-07       2.110832050037e-07      -2.162672301714e+00      -2.917576449014e-01      -2.162672301714e+00      -1.255590617806e-01 
       2.141871405579e+02      -2.475135407885e-07      -1.188707615694e+03      -1.814339364046e+03      -2.471385906566e-07      -1.716063268791e+03      -1.667125735236e+03       1.934675503232e-07       1.934675503232e-07      -2.174437066983e+00      -3.122389339402e-01      -2.174437066983e+00      -1.290982610463e-01 
       2.242814695036e+02      -2.265807048677e-07      -1.185763385253e+03      -1.824746764914e+03      -2.262406989107e-07      -1.724373355714e+03      -1.675198845024e+03       1.772989254434e-07       1.772989254434e-07      -2.186070395201e+00      -3.345085539092e-01      -2.186070395201e+00      -1.329028461424e-01 
       2.348515295160e+02      -2.073708608523e-07      -1.181832450887e+03      -1.835114816886e+03      -2.070628963268e-07      -1.732495280395e+03      -1.683089158816e+03       1.624601388008e-07       1.624601388008e-07      -2.197572377651e+00      -3.586997701781e-01      -2.197572377650e+00      -1.369929657843e-01 
       2.459197411096e+02      -1.897425315025e-07      -1.176829174998e+03      -1.845430362689e+03      -1.894639396361e-07      -1.740404500138e+03      -1.690772833831e+03       1.488418003148e-07       1.488418003148e-07      -2.208920290028e+00      -3.849466085654e-01      -2.208920290028e+00      -1.413880243146e-01 
       2.575095814452e+02      -1.735687339957e-07      -1.170681772144e+03      -1.855707994956e+03      -1.733170561788e-07      -1.748102039051e+03      -1.698250864967e+03       1.363457014038e-07       1.363457014038e-07      -2.220123902989e+00      -4.133900608321e-01      -2.220123902988e+00      -1.461097030373e-01 
       2.696456341279e+02      -1.587301868765e-07      -1.163293384419e+03      -1.865929522217e+03      -1.585031623399e-07      -1.755557348504e+03      -1.705493574816e+03       1.248790663154e-07       1.248790663154e-07      -2.231149142169e+00      -4.441635313237e-01      -2.231149142169e+00      -1.511768856014e-01 
       2.823536413526e+02      -1.451188893123e-07      -1.154590917560e+03      -1.876116404949e+03      -1.449144330268e-07      -1.762777036037e+03      -1.712507382422e+03       1.143594227113e-07       1.143594227113e-07      -2.242022141098e+00      -4.774165280371e-01      -2.242022141098e+00      -1.566131555121e-01 
       2.956605585064e+02      -1.326323895012e-07      -1.144456260664e+03      -1.886224140756e+03      -1.324485854093e-07      -1.769705036611e+03      -1.719237821612e+03       1.047069241794e-07       1.047069241794e-07      -2.252676929086e+00      -5.132699851037e-01      -2.252676929086e+00      -1.624343100573e-01 
       3.095946113447e+02      -1.211807409872e-07      -1.132810595526e+03      -1.896272333723e+03      -1.210158206270e-07      -1.776345493842e+03      -1.725688917811e+03       9.585215828014e-08       9.585215828014e-08      -2.263130152046e+00      -5.518582202384e-01      -2.263130152046e+00      -1.686612801899e-01 
       3.241853558618e+02      -1.106799432879e-07      -1.119553597757e+03      -1.906248918435e+03      -1.105322765919e-07      -1.782672478336e+03      -1.731835481090e+03       8.772956109578e-08       8.772956109578e-08      -2.273352237973e+00      -5.932878522881e-01      -2.273352237973e+00      -1.753090699050e-01 
       3.394637409829e+02      -1.010527324608e-07      -1.104595767706e+03      -1.916154635069e+03      -1.009208149751e-07      -1.788672555128e+03      -1.737664459578e+03       8.027959573552e-08       8.027959573552e-08      -2.283337768704e+00      -6.376621755487e-01      -2.283337768703e+00      -1.823930895371e-01 
       3.554621742114e+02      -9.222695194430e-08      -1.087837721224e+03      -1.925968575448e+03      -9.210939578612e-08      -1.794312488803e+03      -1.743143565701e+03       7.344671002334e-08       7.344671002334e-08      -2.293057771879e+00      -6.850593442178e-01      -2.293057771878e+00      -1.899240621126e-01 
       3.722145903690e+02      -8.413932065681e-08      -1.069201355067e+03      -1.935699503230e+03      -8.403484248158e-08      -1.799587397706e+03      -1.748268056755e+03       6.718110492343e-08       6.718110492343e-08      -2.302502337454e+00      -7.355201857223e-01      -2.302502337454e+00      -1.979077864557e-01 
       3.897565235764e+02      -7.673030614703e-08      -1.048618876314e+03      -1.945360098443e+03      -7.663771863481e-08      -1.804497320937e+03      -1.753037970833e+03       6.143705241040e-08       6.143705241040e-08      -2.311682948820e+00      -7.890718581612e-01      -2.311682948820e+00      -2.063488000864e-01 
       4.081251826259e+02      -6.994320356017e-08      -1.025996935839e+03      -1.954896739934e+03      -6.986141042636e-08      -1.808982396753e+03      -1.757395153216e+03       5.617051417764e-08       5.617051417764e-08      -2.320526983627e+00      -8.456649608642e-01      -2.320526983627e+00      -2.152368999230e-01 
       4.273595299061e+02      -6.372939450351e-08      -1.001305265721e+03      -1.964345835403e+03      -6.365737879794e-08      -1.813068559250e+03      -1.761364798325e+03       5.134382433766e-08       5.134382433766e-08      -2.329069994186e+00      -9.052351748101e-01      -2.329069994186e+00      -2.245637021485e-01 
       4.475003640463e+02      -5.804128070010e-08      -9.744860609198e+02      -1.973655436918e+03      -5.797810186483e-08      -1.816702940445e+03      -1.764895545732e+03       4.691998179834e-08       4.691998179834e-08      -2.337243130482e+00      -9.676179372862e-01      -2.337243130482e+00      -2.343017371413e-01 
       4.685904064560e+02      -5.283791417466e-08      -9.455494185439e+02      -1.982862311118e+03      -5.278269876613e-08      -1.819918117646e+03      -1.768019043614e+03       4.286725695604e-08       4.286725695604e-08      -2.345084683273e+00      -1.032618705183e+00      -2.345084683273e+00      -2.444230384864e-01 
       4.906743919429e+02      -4.807995683968e-08      -9.145023928154e+02      -1.991943450699e+03      -4.803189531891e-08      -1.822695805705e+03      -1.770717528141e+03       3.915506704064e-08       3.915506704064e-08      -2.352562590127e+00      -1.099932407630e+00      -2.352562590127e+00      -2.548802818146e-01 
       5.137991636009e+02      -4.373193382868e-08      -8.814022073188e+02      -2.000907839738e+03      -4.369027497107e-08      -1.825052566302e+03      -1.773007088511e+03       3.575601337867e-08       3.575601337867e-08      -2.359689420829e+00      -1.169186870502e+00      -2.359689420829e+00      -2.656176798650e-01 
       5.380137721712e+02      -3.976129035796e-08      -8.463385044461e+02      -2.009756320920e+03      -3.972533751974e-08      -1.827003191045e+03      -1.774902094511e+03       3.264472078692e-08       3.264472078692e-08      -2.366463434795e+00      -1.239904575634e+00      -2.366463434795e+00      -2.765629816922e-01 
       5.633695800850e+02      -3.613711486369e-08      -8.094231606523e+02      -2.018438025689e+03      -3.610622266412e-08      -1.828522375849e+03      -1.776377963196e+03       2.979709175739e-08       2.979709175739e-08      -2.372824611065e+00      -1.311452896591e+00      -2.372824611065e+00      -2.876182956620e-01 
       5.899203704105e+02      -3.283165428390e-08      -7.708576064181e+02      -2.026992707018e+03      -3.280522648710e-08      -1.829675270470e+03      -1.777497986808e+03       2.719240175123e-08       2.719240175123e-08      -2.378854969306e+00      -1.383270740213e+00      -2.378854969305e+00      -2.987018901297e-01 
       6.177224609336e+02      -2.982001572753e-08      -7.308646856953e+02      -2.035385540865e+03      -2.979749997269e-08      -1.830467526120e+03      -1.778267654825e+03       2.481050121940e-08       2.481050121940e-08      -2.384492009945e+00      -1.454449882570e+00      -2.384492009945e+00      -3.096741181052e-01 
       6.468348236158e+02      -2.707892438919e-08      -6.897553532261e+02      -2.043665958374e+03      -2.705981211755e-08      -1.830989654849e+03      -1.778774898190e+03       2.263389870160e-08       2.263389870160e-08      -2.389824821453e+00      -1.524202442785e+00      -2.389824821453e+00      -3.204192330656e-01 
       6.773192096816e+02      -2.458612769062e-08      -6.478692446854e+02      -2.051802888720e+03      -2.456995285002e-08      -1.831268817510e+03      -1.779046103162e+03       2.064550708768e-08       2.064550708768e-08      -2.394839540648e+00      -1.591576737423e+00      -2.394839540648e+00      -3.307928492455e-01 
       7.092402806008e+02      -2.232141118431e-08      -6.056126069464e+02      -2.059792184173e+03      -2.230774878873e-08      -1.831365332377e+03      -1.779139867925e+03       1.882991795408e-08       1.882991795408e-08      -2.399559840771e+00      -1.655602717391e+00      -2.399559840771e+00      -3.406492184027e-01 
       7.426657452448e+02      -2.026628520425e-08      -5.634516996190e+02      -2.067657168805e+03      -2.025475041936e-08      -1.831372101154e+03      -1.779146444994e+03       1.717315244897e-08       1.717315244897e-08      -2.404047110719e+00      -1.715337043541e+00      -2.404047110719e+00      -3.498480504161e-01 
